AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,"$266,204"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,"$24,290"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,"$41,977"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,HEALTH FEDERATION OF PHILADELPHIA,Private Non-Profit - Other Health Organization,3/7/2025,"$43,002"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CHASE-BREXTON CLINIC,"Public Non-Profit - Hospital, Clinic, Health Ctr, Institution, Mental Health Ctr",3/7/2025,"$13,917"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,$401
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MS ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,$163
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MS ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,$317
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,"$5,150"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$74,410"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$115,934"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$31,338"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$2,730"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$22,138"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$48,960"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$65,908"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$774,524"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$21,260"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$60,627"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$30,415"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$10,254"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$508,735"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$11,535"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$1,081"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$22,544"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$4,395"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$576,817"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$2,626"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$7,711"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$66,416"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$11,783"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$2,155"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$5,394"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$4,320"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$49,296"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$274,702"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$441,375"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$16,340"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$41,250"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$109,855"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$91,054"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$10,518"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$5,540"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$27,659"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$7,631"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$7,808"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$23,699"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$21,985"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$5,433"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$3,280"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$4,564"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$9,176"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$11,004"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$204,530"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,"$11,954"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIVE AMERICAN COMMUNITY HEALTH CENTER,",Private Non-Profit - Other Health Organization,3/7/2025,"$11,925"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,"$51,232"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,"$3,180"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINOT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,"$9,772"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,OHIO UNIVERSITY,"State - University, College, Jr. College",3/7/2025,"$11,054"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF OREGON,"State - University, College, Jr. College",3/7/2025,$166
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,OREGON HEALTH & SCIENCE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,$321
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,OREGON HEALTH & SCIENCE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,$57
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,PA ST DEPARTMENT OF PUBLIC HEALTH & HUMAN SERVICES,State - Health Department,3/7/2025,"$9,182"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"TO OUR CHILDREN'S FUTURE WITH HEALTH, INC",Private Non-Profit - Other Social Services Organization,3/7/2025,"$18,580"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$2,015"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$598,601"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$18,577"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$599,794"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$2,757"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$1,159"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$19
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$95
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$383
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$5,120"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$5
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$1,783"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$23,692"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$1,042"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$62
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$120
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$1
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$511,776"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$857
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$20
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$111,381"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$285,144"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$230
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$522
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$6,192"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$1,067"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$6,386"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$2,463"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$16
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$1,537"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$330
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$56
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$2,070"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$70,902"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$836
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$160
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$37
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,$12
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$1,890"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$10,474"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH RESEARCH, INC.","Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,"$130,886"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"ASPIRA OF PUERTO RICO, INC",Private Non-Profit - Community Action Organization,3/7/2025,"$7,825"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL MINORITY AIDS COUNCIL, INC",Private Non-Profit - Other Social Services Organization,3/7/2025,"$11,007"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL MINORITY AIDS COUNCIL, INC",Private Non-Profit - Other Social Services Organization,3/7/2025,"$135,315"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Winona Health Services,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,"$18,866"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOUTH CAROLINA COALITION AGAINST DOMESTIC VIOLENCE,Private Non-Profit - Other Special Interest Organization,3/7/2025,"$10,888"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Virginia Sexual & Domestic Violence Action Alliance,Private Non-Profit - Other Special Interest Organization,3/7/2025,"$3,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH CARE EDUCATION & TRAINING, INC",Private Non-Profit - Vocational and Training School,3/7/2025,$806
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$9,322"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$2,495"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$31,203"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$50,910"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$8,946"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$13,032"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$3,367"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$5,360"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$2,362"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,"$3,311"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,$512
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOUTH DAKOTA STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,"$28,756"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,$595
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,"$1,222"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,"$8,575"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save The Children Federation, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,"$2,033"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NEW HAMPSHIRE COALITION AGAINST DOMESTIC & SEXUAL VIOLE,Private Non-Profit - Other Special Interest Organization,3/7/2025,"$10,354"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ARIZONA COALITION TO END SEXUAL AND DOMESTIC VIOLENCE,Private Non-Profit - Other Social Services Organization,3/7/2025,"$14,250"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ARIZONA COALITION TO END SEXUAL AND DOMESTIC VIOLENCE,Private Non-Profit - Other Social Services Organization,3/7/2025,"$8,235"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$145,633"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$202,667"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$83,734"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$155,834"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$2,809"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$116,152"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$240,247"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$2,757"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$11,515"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$2,271"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$121,197"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$6,368"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$3,915"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$6,428"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,State - Health Department,3/7/2025,"$31,377"
